Course Code,Course Title,Credits,Status,Year,Materials,Grade,Mode,Attendance
CSC 325,Operating Systems II,3,C,3,Yes,D,Physical,77.4
CSC 325,Operating Systems II,3,C,3,Yes,D,Physical,89
CSC 325,Operating Systems II,3,C,3,Yes,B,Hybrid,78.5
CSC 325,Operating Systems II,3,C,3,No,B,Physical,100
CSC 325,Operating Systems II,3,C,3,Yes,A,Physical,88.8
CSC 325,Operating Systems II,3,C,3,No,A,Online,100
CSC 325,Operating Systems II,3,C,3,No,F,Online,95
CSC 325,Operating Systems II,3,C,3,Yes,C,Physical,100
CSC 325,Operating Systems II,3,C,3,Yes,C,Physical,97
CSC 325,Operating Systems II,3,C,3,Yes,D,Hybrid,83.1
CSC 325,Operating Systems II,3,C,3,Yes,D,Hybrid,100
CSC 327,Database Management System II,3,C,3,Yes,D,Hybrid,94.7
CSC 327,Database Management System II,3,C,3,Yes,A,Physical,88
CSC 327,Database Management System II,3,C,3,Yes,B,Hybrid,74.6
CSC 327,Database Management System II,3,C,3,Yes,C,Physical,87.8
CSC 327,Database Management System II,3,C,3,No,B,Physical,89.6
CSC 327,Database Management System II,3,C,3,No,F,Hybrid,93.1
CSC 327,Database Management System II,3,C,3,No,C,Online,79.6
CSC 327,Database Management System II,3,C,3,Yes,F,Online,87.5
CSC 327,Database Management System II,3,C,3,Yes,B,Hybrid,93.4
CSC 327,Database Management System II,3,C,3,Yes,E,Physical,72.8
CSC 327,Database Management System II,3,C,3,Yes,B,Physical,98.3
CSC 327,Database Management System II,3,C,3,Yes,F,Physical,64.4
CSC 327,Database Management System II,3,C,3,No,B,Hybrid,100
CSC 327,Database Management System II,3,C,3,No,C,Physical,100
CSC 327,Database Management System II,3,C,3,Yes,D,Physical,100
CSC 327,Database Management System II,3,C,3,Yes,C,Online,70.3
CSC 327,Database Management System II,3,C,3,Yes,C,Physical,77.3
CSC 327,Database Management System II,3,C,3,Yes,F,Hybrid,82.9
CSC 327,Database Management System II,3,C,3,Yes,C,Physical,80.6
CSC 327,Database Management System II,3,C,3,Yes,C,Physical,100
CSC 327,Database Management System II,3,C,3,Yes,A,Physical,71.1
CSC 327,Database Management System II,3,C,3,No,D,Hybrid,100
CSC 327,Database Management System II,3,C,3,Yes,C,Physical,99.3
CSC 327,Database Management System II,3,C,3,No,C,Physical,100
CSC 327,Database Management System II,3,C,3,Yes,A,Physical,97.4
CSC 327,Database Management System II,3,C,3,Yes,C,Online,78.5
CSC 327,Database Management System II,3,C,3,Yes,A,Hybrid,100
CSC 327,Database Management System II,3,C,3,Yes,A,Hybrid,100
CSC 327,Database Management System II,3,C,3,Yes,C,Hybrid,84.9
CSC 327,Database Management System II,3,C,3,No,B,Hybrid,95
CSC 327,Database Management System II,3,C,3,No,B,Hybrid,88.5
CSC 327,Database Management System II,3,C,3,Yes,C,Physical,92.4
CSC 327,Database Management System II,3,C,3,Yes,A,Hybrid,83.6
CSC 327,Database Management System II,3,C,3,No,B,Physical,100
CSC 327,Database Management System II,3,C,3,Yes,A,Online,76.7
CSC 327,Database Management System II,3,C,3,Yes,C,Physical,74.7
CSC 327,Database Management System II,3,C,3,Yes,C,Hybrid,80.8
CSC 327,Database Management System II,3,C,3,No,D,Physical,83
CSC 327,Database Management System II,3,C,3,No,B,Hybrid,100
CSC 327,Database Management System II,3,C,3,Yes,A,Online,74.6
CSC 327,Database Management System II,3,C,3,No,A,Physical,96.1
CSC 327,Database Management System II,3,C,3,No,C,Physical,100
CSC 327,Database Management System II,3,C,3,Yes,E,Online,83.9
CSC 327,Database Management System II,3,C,3,Yes,B,Online,97.6
CSC 327,Database Management System II,3,C,3,Yes,B,Online,100
CSC 327,Database Management System II,3,C,3,No,A,Hybrid,95.6
CSC 327,Database Management System II,3,C,3,Yes,C,Online,81.6
CSC 327,Database Management System II,3,C,3,No,C,Physical,91.3
CSC 327,Database Management System II,3,C,3,Yes,C,Online,87.3
CSC 327,Database Management System II,3,C,3,No,E,Physical,100
CSC 327,Database Management System II,3,C,3,Yes,C,Physical,80.6
CSC 327,Database Management System II,3,C,3,Yes,A,Physical,80.6
CSC 327,Database Management System II,3,C,3,No,B,Physical,100
CSC 327,Database Management System II,3,C,3,No,C,Physical,100
CSC 327,Database Management System II,3,C,3,No,C,Hybrid,88.3
CSC 327,Database Management System II,3,C,3,Yes,C,Hybrid,95
CSC 327,Database Management System II,3,C,3,No,C,Online,91.6
CSC 327,Database Management System II,3,C,3,Yes,C,Physical,78.3
CSC 327,Database Management System II,3,C,3,Yes,E,Physical,56.6
CSC 327,Database Management System II,3,C,3,Yes,C,Online,100
CSC 327,Database Management System II,3,C,3,Yes,D,Hybrid,72.9
CSC 327,Database Management System II,3,C,3,Yes,B,Physical,100
CSC 327,Database Management System II,3,C,3,No,C,Physical,90.7
CSC 327,Database Management System II,3,C,3,Yes,E,Physical,100
CSC 327,Database Management System II,3,C,3,No,B,Hybrid,100
CSC 327,Database Management System II,3,C,3,Yes,D,Hybrid,92.9
CSC 327,Database Management System II,3,C,3,Yes,D,Hybrid,100
CSC 327,Database Management System II,3,C,3,Yes,A,Physical,77.7
CSC 327,Database Management System II,3,C,3,No,C,Physical,89.9
CSC 327,Database Management System II,3,C,3,No,A,Physical,100
CSC 327,Database Management System II,3,C,3,No,F,Online,100
CSC 327,Database Management System II,3,C,3,No,D,Physical,97.5
CSC 327,Database Management System II,3,C,3,Yes,A,Physical,100
CSC 327,Database Management System II,3,C,3,Yes,A,Physical,100
CSC 327,Database Management System II,3,C,3,No,C,Hybrid,95.9
CSC 327,Database Management System II,3,C,3,Yes,B,Online,92.5
CSC 327,Database Management System II,3,C,3,Yes,A,Physical,96.2
CSC 327,Database Management System II,3,C,3,Yes,C,Online,78
CSC 327,Database Management System II,3,C,3,Yes,B,Physical,100
CSC 327,Database Management System II,3,C,3,Yes,A,Online,98.4
CSC 327,Database Management System II,3,C,3,Yes,D,Physical,79
CSC 327,Database Management System II,3,C,3,Yes,E,Physical,94.5
CSC 327,Database Management System II,3,C,3,Yes,D,Physical,87.9
CSC 327,Database Management System II,3,C,3,Yes,D,Physical,88.3
CSC 327,Database Management System II,3,C,3,Yes,B,Physical,68.5
CSC 327,Database Management System II,3,C,3,No,B,Physical,100
CSC 327,Database Management System II,3,C,3,Yes,B,Physical,79
CSC 327,Database Management System II,3,C,3,Yes,D,Physical,100
CSC 327,Database Management System II,3,C,3,No,E,Hybrid,100
CSC 327,Database Management System II,3,C,3,Yes,D,Physical,80.2
CSC 327,Database Management System II,3,C,3,Yes,E,Physical,96.6
CSC 327,Database Management System II,3,C,3,No,C,Hybrid,100
CSC 327,Database Management System II,3,C,3,Yes,B,Hybrid,100
CSC 327,Database Management System II,3,C,3,No,C,Hybrid,95.2
CSC 327,Database Management System II,3,C,3,No,A,Physical,100
CSC 327,Database Management System II,3,C,3,No,A,Physical,100
CSC 327,Database Management System II,3,C,3,Yes,C,Physical,100
CSC 327,Database Management System II,3,C,3,Yes,C,Physical,93.9
CSC 327,Database Management System II,3,C,3,Yes,C,Hybrid,100
CSC 327,Database Management System II,3,C,3,Yes,C,Physical,93.2
CSC 333,Computer Research Methodology,1,R,3,Yes,B,Hybrid,100
CSC 333,Computer Research Methodology,1,R,3,Yes,C,Physical,85.3
CSC 333,Computer Research Methodology,1,R,3,Yes,C,Physical,76.6
CSC 333,Computer Research Methodology,1,R,3,Yes,B,Hybrid,73.2
CSC 333,Computer Research Methodology,1,R,3,Yes,D,Hybrid,65.4
CSC 333,Computer Research Methodology,1,R,3,Yes,C,Hybrid,100
CSC 333,Computer Research Methodology,1,R,3,No,C,Hybrid,71.2
CSC 333,Computer Research Methodology,1,R,3,Yes,E,Physical,100
CSC 333,Computer Research Methodology,1,R,3,Yes,E,Physical,87.4
CSC 333,Computer Research Methodology,1,R,3,No,E,Hybrid,73.5
CSC 333,Computer Research Methodology,1,R,3,Yes,B,Physical,85.9
CSC 333,Computer Research Methodology,1,R,3,Yes,A,Physical,71.9
CSC 333,Computer Research Methodology,1,R,3,Yes,B,Physical,88.9
CSC 333,Computer Research Methodology,1,R,3,No,B,Physical,100
CSC 333,Computer Research Methodology,1,R,3,Yes,E,Online,94.1
CSC 333,Computer Research Methodology,1,R,3,Yes,C,Hybrid,97.9
CSC 333,Computer Research Methodology,1,R,3,Yes,A,Online,78.8
CSC 333,Computer Research Methodology,1,R,3,No,A,Physical,100
CSC 333,Computer Research Methodology,1,R,3,Yes,B,Hybrid,100
CSC 333,Computer Research Methodology,1,R,3,Yes,C,Physical,68.4
CSC 333,Computer Research Methodology,1,R,3,No,D,Hybrid,100
CSC 333,Computer Research Methodology,1,R,3,Yes,E,Physical,100
CSC 333,Computer Research Methodology,1,R,3,No,E,Hybrid,90.8
CSC 333,Computer Research Methodology,1,R,3,Yes,B,Physical,87.8
CSC 333,Computer Research Methodology,1,R,3,No,B,Online,100
CSC 333,Computer Research Methodology,1,R,3,Yes,B,Hybrid,94.3
CSC 333,Computer Research Methodology,1,R,3,No,B,Hybrid,80.1
CSC 333,Computer Research Methodology,1,R,3,No,E,Physical,79.6
CSC 333,Computer Research Methodology,1,R,3,Yes,C,Hybrid,71.2
CSC 333,Computer Research Methodology,1,R,3,Yes,D,Physical,88.1
CSC 333,Computer Research Methodology,1,R,3,Yes,C,Hybrid,94
CSC 333,Computer Research Methodology,1,R,3,Yes,A,Physical,100
CSC 333,Computer Research Methodology,1,R,3,Yes,A,Physical,100
CSC 333,Computer Research Methodology,1,R,3,Yes,C,Physical,100
CSC 333,Computer Research Methodology,1,R,3,Yes,D,Physical,91.8
CSC 333,Computer Research Methodology,1,R,3,Yes,B,Physical,94.8
CSC 333,Computer Research Methodology,1,R,3,Yes,D,Physical,70.5
CSC 333,Computer Research Methodology,1,R,3,No,D,Online,87.8
CSC 333,Computer Research Methodology,1,R,3,Yes,C,Physical,100
CSC 333,Computer Research Methodology,1,R,3,Yes,D,Physical,82
CSC 333,Computer Research Methodology,1,R,3,Yes,C,Hybrid,98.1
CSC 333,Computer Research Methodology,1,R,3,Yes,C,Physical,81.7
CSC 333,Computer Research Methodology,1,R,3,Yes,D,Hybrid,88.3
CSC 333,Computer Research Methodology,1,R,3,Yes,F,Hybrid,95.7
CSC 333,Computer Research Methodology,1,R,3,Yes,B,Physical,91.4
CSC 333,Computer Research Methodology,1,R,3,No,C,Hybrid,100
CSC 333,Computer Research Methodology,1,R,3,Yes,B,Physical,87.4
CSC 333,Computer Research Methodology,1,R,3,No,B,Online,91.9
CSC 333,Computer Research Methodology,1,R,3,No,C,Physical,94.9
CSC 333,Computer Research Methodology,1,R,3,No,E,Physical,100
CSC 333,Computer Research Methodology,1,R,3,No,B,Hybrid,84.3
CSC 333,Computer Research Methodology,1,R,3,Yes,B,Physical,98.1
CSC 333,Computer Research Methodology,1,R,3,Yes,B,Physical,100
CSC 333,Computer Research Methodology,1,R,3,No,C,Hybrid,100
CSC 333,Computer Research Methodology,1,R,3,Yes,B,Physical,100
CSC 333,Computer Research Methodology,1,R,3,Yes,B,Online,71.7
CSC 333,Computer Research Methodology,1,R,3,No,D,Physical,100
CSC 333,Computer Research Methodology,1,R,3,No,A,Hybrid,88.1
CSC 333,Computer Research Methodology,1,R,3,No,C,Hybrid,94.6
CSC 333,Computer Research Methodology,1,R,3,No,D,Physical,100
CSC 333,Computer Research Methodology,1,R,3,No,B,Physical,100
CSC 333,Computer Research Methodology,1,R,3,Yes,C,Online,68.6
CSC 333,Computer Research Methodology,1,R,3,No,C,Physical,88.3
CSC 333,Computer Research Methodology,1,R,3,Yes,C,Hybrid,78.3
CSC 333,Computer Research Methodology,1,R,3,Yes,C,Physical,84.5
CSC 333,Computer Research Methodology,1,R,3,No,B,Physical,100
CSC 333,Computer Research Methodology,1,R,3,Yes,D,Hybrid,69.1
CSC 333,Computer Research Methodology,1,R,3,Yes,D,Hybrid,59.5
CSC 333,Computer Research Methodology,1,R,3,Yes,B,Physical,83.5
CSC 333,Computer Research Methodology,1,R,3,No,A,Online,99
CSC 333,Computer Research Methodology,1,R,3,Yes,A,Online,79.5
CSC 333,Computer Research Methodology,1,R,3,No,A,Online,79.1
CSC 333,Computer Research Methodology,1,R,3,Yes,C,Physical,89.3
CSC 333,Computer Research Methodology,1,R,3,No,A,Online,84.4
CSC 333,Computer Research Methodology,1,R,3,No,B,Hybrid,77.5
CSC 333,Computer Research Methodology,1,R,3,Yes,D,Hybrid,58.1
CSC 333,Computer Research Methodology,1,R,3,Yes,B,Physical,68.7
CSC 333,Computer Research Methodology,1,R,3,Yes,D,Physical,91.5
CSC 333,Computer Research Methodology,1,R,3,No,D,Hybrid,100
CSC 333,Computer Research Methodology,1,R,3,No,B,Hybrid,100
CSC 333,Computer Research Methodology,1,R,3,No,D,Hybrid,100
CSC 333,Computer Research Methodology,1,R,3,Yes,D,Online,90.3
CSC 333,Computer Research Methodology,1,R,3,No,B,Online,70.7
CSC 333,Computer Research Methodology,1,R,3,No,B,Hybrid,85
CSC 333,Computer Research Methodology,1,R,3,No,C,Physical,99
CSC 333,Computer Research Methodology,1,R,3,No,E,Online,94.1
CSC 333,Computer Research Methodology,1,R,3,Yes,C,Physical,99.6
CSC 333,Computer Research Methodology,1,R,3,Yes,B,Hybrid,86.3
CSC 333,Computer Research Methodology,1,R,3,No,C,Physical,100
CSC 333,Computer Research Methodology,1,R,3,No,C,Hybrid,94.6
CSC 333,Computer Research Methodology,1,R,3,Yes,C,Online,93.6
CSC 333,Computer Research Methodology,1,R,3,Yes,D,Hybrid,89.3
CSC 333,Computer Research Methodology,1,R,3,Yes,C,Physical,80.9
CSC 333,Computer Research Methodology,1,R,3,Yes,D,Physical,68
CSC 333,Computer Research Methodology,1,R,3,Yes,D,Hybrid,94.8
CSC 333,Computer Research Methodology,1,R,3,No,C,Hybrid,100
CSC 333,Computer Research Methodology,1,R,3,No,B,Hybrid,99.4
CSC 333,Computer Research Methodology,1,R,3,Yes,D,Physical,70.3
CSC 333,Computer Research Methodology,1,R,3,Yes,E,Physical,74.8
CSC 333,Computer Research Methodology,1,R,3,Yes,A,Physical,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,C,Physical,94.3
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,B,Hybrid,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,D,Online,94.4
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,D,Physical,83.7
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,A,Physical,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,E,Online,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,B,Hybrid,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,D,Physical,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,C,Physical,91.7
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,B,Hybrid,99.3
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,B,Physical,67.8
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,B,Physical,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,C,Online,63.6
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,C,Physical,77.5
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,A,Online,68.7
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,A,Physical,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,A,Physical,97.1
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,D,Physical,80.9
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,D,Physical,82.5
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,A,Physical,92.7
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,C,Hybrid,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,A,Online,96.5
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,E,Hybrid,91
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,E,Physical,72.7
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,C,Physical,94
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,E,Physical,80.1
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,D,Hybrid,66.2
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,D,Physical,99.4
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,C,Physical,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,B,Hybrid,72.7
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,B,Hybrid,79.7
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,B,Physical,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,C,Hybrid,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,B,Hybrid,96.7
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,B,Physical,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,C,Physical,85.2
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,B,Physical,88.7
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,C,Physical,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,E,Hybrid,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,D,Physical,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,C,Online,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,C,Hybrid,90
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,C,Physical,79.9
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,B,Hybrid,96.1
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,E,Hybrid,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,B,Hybrid,93.9
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,A,Hybrid,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,D,Physical,92.8
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,B,Physical,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,B,Physical,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,A,Physical,69.9
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,A,Physical,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,B,Online,78.4
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,A,Hybrid,97.5
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,C,Hybrid,92.4
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,D,Physical,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,B,Physical,99.1
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,E,Physical,58.8
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,B,Hybrid,77.5
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,B,Physical,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,B,Physical,83.4
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,C,Physical,82.5
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,C,Physical,82.1
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,C,Hybrid,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,D,Online,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,C,Online,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,C,Hybrid,99.4
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,E,Hybrid,81.2
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,B,Hybrid,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,B,Physical,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,D,Physical,94.1
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,C,Physical,95.2
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,B,Online,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,B,Physical,97.5
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,C,Online,93.1
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,C,Physical,82.9
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,B,Hybrid,88.5
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,E,Physical,89.7
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,D,Hybrid,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,C,Physical,98.4
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,C,Physical,99.6
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,E,Physical,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,A,Hybrid,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,B,Physical,77.5
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,C,Hybrid,88.1
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,D,Online,85.3
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,A,Hybrid,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,F,Online,97.1
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,C,Hybrid,87.9
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,B,Physical,97.6
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,B,Hybrid,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,B,Physical,100
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,D,Online,96.1
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,F,Hybrid,87.6
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,C,Physical,93
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,F,Physical,83.4
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,D,Hybrid,90.6
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,C,Online,77.4
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,Yes,C,Physical,92.4
CSC 335,Introduction to Formal Language and Automata theory,2,E,3,No,C,Physical,100
CSC 339,Systems Analysis and Design,3,C,3,Yes,C,Hybrid,70.6
CSC 339,Systems Analysis and Design,3,C,3,Yes,A,Online,98.9
CSC 339,Systems Analysis and Design,3,C,3,No,C,Physical,100
CSC 339,Systems Analysis and Design,3,C,3,Yes,A,Hybrid,100
CSC 339,Systems Analysis and Design,3,C,3,Yes,D,Hybrid,100
CSC 339,Systems Analysis and Design,3,C,3,Yes,D,Hybrid,100
CSC 339,Systems Analysis and Design,3,C,3,No,B,Hybrid,100
CSC 339,Systems Analysis and Design,3,C,3,Yes,B,Physical,86.5
CSC 339,Systems Analysis and Design,3,C,3,No,C,Physical,100
CSC 339,Systems Analysis and Design,3,C,3,No,C,Online,97.9
CSC 339,Systems Analysis and Design,3,C,3,Yes,B,Hybrid,91.2
CSC 339,Systems Analysis and Design,3,C,3,Yes,C,Hybrid,73.5
CSC 339,Systems Analysis and Design,3,C,3,Yes,B,Hybrid,84.8
CSC 339,Systems Analysis and Design,3,C,3,No,A,Online,100
CSC 339,Systems Analysis and Design,3,C,3,Yes,A,Physical,85
CSC 339,Systems Analysis and Design,3,C,3,Yes,A,Physical,100
CSC 339,Systems Analysis and Design,3,C,3,Yes,D,Physical,77.4
CSC 339,Systems Analysis and Design,3,C,3,No,F,Hybrid,88.5
CSC 339,Systems Analysis and Design,3,C,3,Yes,C,Physical,94.1
CSC 339,Systems Analysis and Design,3,C,3,No,C,Physical,100
CSC 339,Systems Analysis and Design,3,C,3,Yes,A,Hybrid,99.9
CSC 339,Systems Analysis and Design,3,C,3,Yes,C,Physical,74.4
CSC 339,Systems Analysis and Design,3,C,3,Yes,A,Physical,100
CSC 339,Systems Analysis and Design,3,C,3,Yes,C,Physical,100
CSC 339,Systems Analysis and Design,3,C,3,Yes,E,Hybrid,95.4
CSC 339,Systems Analysis and Design,3,C,3,Yes,B,Hybrid,75.8
CSC 339,Systems Analysis and Design,3,C,3,No,D,Physical,100
CSC 339,Systems Analysis and Design,3,C,3,No,A,Online,100
CSC 339,Systems Analysis and Design,3,C,3,No,B,Online,89.8
CSC 339,Systems Analysis and Design,3,C,3,Yes,A,Physical,98.3
CSC 339,Systems Analysis and Design,3,C,3,Yes,B,Physical,93.8
CSC 339,Systems Analysis and Design,3,C,3,Yes,B,Physical,95.7
CSC 339,Systems Analysis and Design,3,C,3,No,B,Physical,100
CSC 339,Systems Analysis and Design,3,C,3,No,C,Hybrid,100
CSC 339,Systems Analysis and Design,3,C,3,Yes,B,Online,100
CSC 339,Systems Analysis and Design,3,C,3,Yes,C,Online,80.1
CSC 339,Systems Analysis and Design,3,C,3,Yes,E,Physical,95.1
CSC 339,Systems Analysis and Design,3,C,3,Yes,C,Online,95.5
CSC 339,Systems Analysis and Design,3,C,3,Yes,B,Online,100
CSC 339,Systems Analysis and Design,3,C,3,No,B,Physical,100
CSC 339,Systems Analysis and Design,3,C,3,No,E,Hybrid,82.1
CSC 339,Systems Analysis and Design,3,C,3,Yes,C,Hybrid,64.9
CSC 339,Systems Analysis and Design,3,C,3,Yes,C,Hybrid,77.8
CSC 339,Systems Analysis and Design,3,C,3,No,A,Physical,100
CSC 339,Systems Analysis and Design,3,C,3,Yes,C,Hybrid,88.3
CSC 339,Systems Analysis and Design,3,C,3,Yes,B,Physical,88.7
CSC 339,Systems Analysis and Design,3,C,3,Yes,E,Hybrid,76.6
CSC 339,Systems Analysis and Design,3,C,3,Yes,E,Online,84.3
CSC 339,Systems Analysis and Design,3,C,3,Yes,A,Physical,92.1
CSC 339,Systems Analysis and Design,3,C,3,No,C,Physical,100
CSC 339,Systems Analysis and Design,3,C,3,Yes,B,Hybrid,78.1
CSC 339,Systems Analysis and Design,3,C,3,Yes,C,Hybrid,83.9
CSC 339,Systems Analysis and Design,3,C,3,No,E,Hybrid,100
CSC 339,Systems Analysis and Design,3,C,3,Yes,C,Physical,85.9
CSC 339,Systems Analysis and Design,3,C,3,No,B,Physical,100
CSC 339,Systems Analysis and Design,3,C,3,No,B,Hybrid,93.4
CSC 339,Systems Analysis and Design,3,C,3,Yes,D,Physical,70.5
CSC 339,Systems Analysis and Design,3,C,3,No,C,Hybrid,83.2
CSC 339,Systems Analysis and Design,3,C,3,Yes,C,Physical,100
CSC 339,Systems Analysis and Design,3,C,3,No,B,Physical,100
CSC 339,Systems Analysis and Design,3,C,3,Yes,B,Hybrid,79.6
CSC 339,Systems Analysis and Design,3,C,3,No,F,Online,80.2
CSC 339,Systems Analysis and Design,3,C,3,No,C,Hybrid,100
CSC 339,Systems Analysis and Design,3,C,3,Yes,C,Physical,83.6
CSC 339,Systems Analysis and Design,3,C,3,Yes,C,Hybrid,100
CSC 339,Systems Analysis and Design,3,C,3,No,D,Physical,100
CSC 339,Systems Analysis and Design,3,C,3,No,B,Hybrid,100
CSC 339,Systems Analysis and Design,3,C,3,Yes,B,Physical,79.3
CSC 339,Systems Analysis and Design,3,C,3,No,C,Physical,100
CSC 339,Systems Analysis and Design,3,C,3,Yes,C,Physical,81.7
CSC 339,Systems Analysis and Design,3,C,3,Yes,D,Hybrid,100
CSC 339,Systems Analysis and Design,3,C,3,Yes,E,Physical,98.4
CSC 339,Systems Analysis and Design,3,C,3,Yes,B,Physical,100
CSC 339,Systems Analysis and Design,3,C,3,No,A,Hybrid,88.3
CSC 339,Systems Analysis and Design,3,C,3,Yes,F,Physical,81.5
