,Course_Code,Course_Title,Course_Credits,Requirement_Status,Materials_Available,Year,Grade,Attendance_Percentage,Mode
4149,CSC 319,Compiler Construction,3,C,Yes,3,A,78.4,Physical
4150,CSC 319,Compiler Construction,3,C,Yes,3,A,75.6,Hybrid
4151,CSC 319,Compiler Construction,3,C,Yes,3,C,64.1,Hybrid
4152,CSC 319,Compiler Construction,3,C,No,3,A,90.2,Physical
4153,CSC 319,Compiler Construction,3,C,Yes,3,C,74.8,Online
4154,CSC 319,Compiler Construction,3,C,Yes,3,B,74.3,Physical
4155,CSC 319,Compiler Construction,3,C,Yes,3,A,75.9,Physical
4156,CSC 319,Compiler Construction,3,C,Yes,3,F,72.8,Online
4157,CSC 319,Compiler Construction,3,C,Yes,3,D,73.7,Hybrid
4158,CSC 319,Compiler Construction,3,C,No,3,A,83.9,Physical
4159,CSC 319,Compiler Construction,3,C,Yes,3,C,71.0,Online
4160,CSC 319,Compiler Construction,3,C,Yes,3,B,83.0,Hybrid
4161,CSC 319,Compiler Construction,3,C,No,3,E,74.1,Online
4162,CSC 319,Compiler Construction,3,C,Yes,3,C,72.7,Online
4163,CSC 319,Compiler Construction,3,C,No,3,B,77.5,Physical
4164,CSC 319,Compiler Construction,3,C,Yes,3,B,69.2,Physical
4165,CSC 319,Compiler Construction,3,C,Yes,3,A,69.9,Hybrid
4166,CSC 319,Compiler Construction,3,C,Yes,3,B,78.2,Hybrid
4167,CSC 319,Compiler Construction,3,C,Yes,3,C,76.2,Physical
4168,CSC 319,Compiler Construction,3,C,No,3,A,85.7,Physical
4169,CSC 319,Compiler Construction,3,C,Yes,3,C,71.2,Physical
4170,CSC 319,Compiler Construction,3,C,No,3,A,85.0,Physical
4171,CSC 319,Compiler Construction,3,C,Yes,3,D,58.8,Online
4172,CSC 319,Compiler Construction,3,C,Yes,3,B,75.4,Physical
4173,CSC 319,Compiler Construction,3,C,No,3,D,80.6,Physical
4174,CSC 319,Compiler Construction,3,C,No,3,D,85.8,Physical
4175,CSC 319,Compiler Construction,3,C,Yes,3,C,67.4,Physical
4176,CSC 319,Compiler Construction,3,C,Yes,3,B,73.1,Online
4177,CSC 319,Compiler Construction,3,C,Yes,3,E,73.0,Hybrid
4178,CSC 319,Compiler Construction,3,C,Yes,3,A,78.8,Physical
4179,CSC 319,Compiler Construction,3,C,Yes,3,A,73.9,Hybrid
4180,CSC 319,Compiler Construction,3,C,No,3,E,72.3,Hybrid
4181,CSC 319,Compiler Construction,3,C,Yes,3,C,73.1,Physical
4182,CSC 319,Compiler Construction,3,C,Yes,3,D,71.2,Physical
4183,CSC 319,Compiler Construction,3,C,No,3,C,76.4,Online
4184,CSC 319,Compiler Construction,3,C,No,3,B,77.2,Online
4185,CSC 319,Compiler Construction,3,C,No,3,C,78.8,Physical
4186,CSC 319,Compiler Construction,3,C,Yes,3,C,68.6,Physical
4187,CSC 319,Compiler Construction,3,C,Yes,3,F,66.7,Physical
4188,CSC 319,Compiler Construction,3,C,Yes,3,B,78.5,Physical
4189,CSC 319,Compiler Construction,3,C,Yes,3,B,79.0,Hybrid
4190,CSC 319,Compiler Construction,3,C,Yes,3,D,67.0,Online
4191,CSC 319,Compiler Construction,3,C,No,3,C,81.4,Physical
4192,CSC 319,Compiler Construction,3,C,Yes,3,A,69.4,Hybrid
4193,CSC 319,Compiler Construction,3,C,Yes,3,B,78.9,Physical
4194,CSC 319,Compiler Construction,3,C,Yes,3,C,64.2,Physical
4195,CSC 319,Compiler Construction,3,C,Yes,3,B,87.8,Physical
4196,CSC 319,Compiler Construction,3,C,Yes,3,F,64.9,Physical
4197,CSC 319,Compiler Construction,3,C,Yes,3,B,62.2,Online
4198,CSC 319,Compiler Construction,3,C,Yes,3,A,78.9,Physical
4199,CSC 319,Compiler Construction,3,C,No,3,E,71.0,Hybrid
4200,CSC 323,Evolutionary Computation,2,E,Yes,3,F,70.4,Hybrid
4201,CSC 323,Evolutionary Computation,2,E,Yes,3,A,78.7,Hybrid
4202,CSC 323,Evolutionary Computation,2,E,Yes,3,C,58.8,Online
4203,CSC 323,Evolutionary Computation,2,E,Yes,3,B,74.2,Hybrid
4204,CSC 323,Evolutionary Computation,2,E,Yes,3,D,65.1,Physical
4205,CSC 323,Evolutionary Computation,2,E,Yes,3,A,68.7,Physical
4206,CSC 323,Evolutionary Computation,2,E,Yes,3,B,69.3,Hybrid
4207,CSC 323,Evolutionary Computation,2,E,Yes,3,C,67.2,Hybrid
4208,CSC 323,Evolutionary Computation,2,E,No,3,C,79.0,Physical
4209,CSC 323,Evolutionary Computation,2,E,Yes,3,B,62.8,Physical
4210,CSC 323,Evolutionary Computation,2,E,No,3,A,82.6,Physical
4211,CSC 323,Evolutionary Computation,2,E,No,3,B,79.7,Hybrid
4212,CSC 323,Evolutionary Computation,2,E,Yes,3,A,73.5,Online
4213,CSC 323,Evolutionary Computation,2,E,Yes,3,A,62.0,Online
4214,CSC 323,Evolutionary Computation,2,E,Yes,3,B,64.6,Physical
4215,CSC 323,Evolutionary Computation,2,E,Yes,3,A,73.7,Physical
4216,CSC 323,Evolutionary Computation,2,E,Yes,3,C,66.2,Online
4217,CSC 323,Evolutionary Computation,2,E,Yes,3,A,81.8,Physical
4218,CSC 323,Evolutionary Computation,2,E,Yes,3,A,69.6,Physical
4219,CSC 323,Evolutionary Computation,2,E,Yes,3,B,66.7,Physical
4220,CSC 323,Evolutionary Computation,2,E,Yes,3,D,77.3,Physical
4221,CSC 323,Evolutionary Computation,2,E,Yes,3,A,80.4,Physical
4222,CSC 323,Evolutionary Computation,2,E,Yes,3,B,76.0,Physical
4223,CSC 323,Evolutionary Computation,2,E,Yes,3,A,79.1,Physical
4224,CSC 323,Evolutionary Computation,2,E,Yes,3,E,68.9,Physical
4225,CSC 323,Evolutionary Computation,2,E,No,3,C,64.3,Online
4226,CSC 323,Evolutionary Computation,2,E,Yes,3,A,78.4,Hybrid
4227,CSC 323,Evolutionary Computation,2,E,Yes,3,C,64.4,Physical
4228,CSC 323,Evolutionary Computation,2,E,No,3,C,76.6,Physical
4229,CSC 323,Evolutionary Computation,2,E,Yes,3,B,72.5,Hybrid
4230,CSC 323,Evolutionary Computation,2,E,No,3,B,86.3,Physical
4231,CSC 323,Evolutionary Computation,2,E,No,3,A,77.1,Online
4232,CSC 323,Evolutionary Computation,2,E,No,3,C,69.0,Hybrid
4233,CSC 323,Evolutionary Computation,2,E,Yes,3,B,74.5,Hybrid
4234,CSC 323,Evolutionary Computation,2,E,No,3,A,73.1,Hybrid
4235,CSC 323,Evolutionary Computation,2,E,Yes,3,A,75.4,Hybrid
4236,CSC 323,Evolutionary Computation,2,E,Yes,3,E,53.9,Online
4237,CSC 323,Evolutionary Computation,2,E,Yes,3,C,65.8,Online
4238,CSC 323,Evolutionary Computation,2,E,Yes,3,D,71.0,Physical
4239,CSC 323,Evolutionary Computation,2,E,Yes,3,B,71.1,Online
4240,CSC 323,Evolutionary Computation,2,E,No,3,B,77.5,Hybrid
4241,CSC 323,Evolutionary Computation,2,E,Yes,3,A,73.4,Hybrid
4242,CSC 323,Evolutionary Computation,2,E,No,3,C,76.0,Hybrid
4243,CSC 323,Evolutionary Computation,2,E,Yes,3,A,74.4,Online
4244,CSC 323,Evolutionary Computation,2,E,Yes,3,A,66.7,Online
4245,CSC 323,Evolutionary Computation,2,E,No,3,C,80.5,Physical
4246,CSC 323,Evolutionary Computation,2,E,Yes,3,B,74.8,Hybrid
4247,CSC 323,Evolutionary Computation,2,E,Yes,3,B,73.8,Physical
4248,CSC 323,Evolutionary Computation,2,E,No,3,C,74.5,Hybrid
4249,CSC 323,Evolutionary Computation,2,E,Yes,3,A,78.0,Hybrid
4250,CSC 323,Evolutionary Computation,2,E,No,3,F,73.2,Hybrid
4251,CSC 323,Evolutionary Computation,2,E,Yes,3,A,68.9,Online
4252,CSC 323,Evolutionary Computation,2,E,Yes,3,F,66.2,Physical
4253,CSC 323,Evolutionary Computation,2,E,No,3,C,75.3,Hybrid
4254,CSC 323,Evolutionary Computation,2,E,No,3,A,81.3,Hybrid
4255,CSC 323,Evolutionary Computation,2,E,Yes,3,A,73.2,Physical
4256,CSC 323,Evolutionary Computation,2,E,Yes,3,A,79.5,Physical
4257,CSC 323,Evolutionary Computation,2,E,Yes,3,B,63.8,Physical
4258,CSC 323,Evolutionary Computation,2,E,Yes,3,B,69.7,Physical
4259,CSC 323,Evolutionary Computation,2,E,Yes,3,F,57.0,Online
4260,CSC 323,Evolutionary Computation,2,E,Yes,3,B,72.7,Hybrid
4261,CSC 323,Evolutionary Computation,2,E,No,3,C,72.6,Physical
4262,CSC 323,Evolutionary Computation,2,E,Yes,3,F,59.4,Hybrid
4263,CSC 323,Evolutionary Computation,2,E,No,3,C,74.2,Physical
4264,CSC 323,Evolutionary Computation,2,E,Yes,3,C,79.5,Physical
4265,CSC 323,Evolutionary Computation,2,E,No,3,B,80.2,Hybrid
4266,CSC 323,Evolutionary Computation,2,E,Yes,3,D,67.2,Physical
4267,CSC 323,Evolutionary Computation,2,E,No,3,F,74.3,Physical
4268,CSC 323,Evolutionary Computation,2,E,Yes,3,D,80.2,Physical
4269,CSC 323,Evolutionary Computation,2,E,Yes,3,C,71.9,Physical
4270,CSC 323,Evolutionary Computation,2,E,Yes,3,C,65.9,Hybrid
4271,CSC 323,Evolutionary Computation,2,E,No,3,A,82.8,Physical
4272,CSC 323,Evolutionary Computation,2,E,No,3,F,65.3,Physical
4273,CSC 323,Evolutionary Computation,2,E,Yes,3,E,63.5,Physical
4274,CSC 323,Evolutionary Computation,2,E,Yes,3,C,76.2,Physical
4275,CSC 323,Evolutionary Computation,2,E,No,3,B,71.5,Physical
4276,CSC 323,Evolutionary Computation,2,E,No,3,D,67.1,Physical
4277,CSC 323,Evolutionary Computation,2,E,No,3,C,78.5,Hybrid
4278,CSC 323,Evolutionary Computation,2,E,Yes,3,A,74.0,Physical
4279,CSC 323,Evolutionary Computation,2,E,Yes,3,B,82.9,Physical
4280,CSC 323,Evolutionary Computation,2,E,No,3,A,84.3,Hybrid
4281,CSC 323,Evolutionary Computation,2,E,No,3,A,78.7,Hybrid
4282,CSC 323,Evolutionary Computation,2,E,Yes,3,A,70.1,Hybrid
4283,CSC 323,Evolutionary Computation,2,E,No,3,B,75.2,Hybrid
4284,CSC 323,Evolutionary Computation,2,E,No,3,C,62.4,Online
4285,CSC 323,Evolutionary Computation,2,E,Yes,3,F,71.1,Hybrid
4286,CSC 323,Evolutionary Computation,2,E,Yes,3,D,71.1,Physical
4287,CSC 323,Evolutionary Computation,2,E,No,3,B,73.1,Physical
4288,CSC 323,Evolutionary Computation,2,E,No,3,B,86.9,Physical
4289,CSC 323,Evolutionary Computation,2,E,No,3,A,79.7,Physical
4290,CSC 323,Evolutionary Computation,2,E,No,3,B,77.5,Physical
4291,CSC 323,Evolutionary Computation,2,E,Yes,3,C,58.3,Online
4292,CSC 323,Evolutionary Computation,2,E,Yes,3,C,69.9,Hybrid
4293,CSC 323,Evolutionary Computation,2,E,Yes,3,A,76.3,Physical
4294,CSC 323,Evolutionary Computation,2,E,Yes,3,C,69.4,Physical
4295,CSC 323,Evolutionary Computation,2,E,No,3,A,79.7,Hybrid
4296,CSC 323,Evolutionary Computation,2,E,Yes,3,A,69.8,Online
4297,CSC 323,Evolutionary Computation,2,E,Yes,3,A,79.5,Physical
4298,CSC 323,Evolutionary Computation,2,E,Yes,3,C,69.9,Physical
4299,CSC 323,Evolutionary Computation,2,E,No,3,A,77.4,Hybrid
4300,CSC 325,Operating Systems II,3,C,Yes,3,B,69.8,Hybrid
4301,CSC 325,Operating Systems II,3,C,No,3,A,81.9,Physical
4302,CSC 325,Operating Systems II,3,C,No,3,C,79.9,Physical
4303,CSC 325,Operating Systems II,3,C,Yes,3,A,76.5,Physical
4304,CSC 325,Operating Systems II,3,C,No,3,A,77.5,Hybrid
4305,CSC 325,Operating Systems II,3,C,No,3,F,68.6,Online
4306,CSC 325,Operating Systems II,3,C,Yes,3,D,67.5,Hybrid
4307,CSC 325,Operating Systems II,3,C,No,3,D,87.0,Physical
4308,CSC 325,Operating Systems II,3,C,No,3,F,71.3,Hybrid
4309,CSC 325,Operating Systems II,3,C,Yes,3,C,70.1,Physical
4310,CSC 325,Operating Systems II,3,C,Yes,3,B,81.1,Physical
4311,CSC 325,Operating Systems II,3,C,No,3,B,87.8,Physical
4312,CSC 325,Operating Systems II,3,C,Yes,3,A,80.9,Physical
4313,CSC 325,Operating Systems II,3,C,Yes,3,C,75.9,Online
4314,CSC 325,Operating Systems II,3,C,No,3,B,82.2,Physical
4315,CSC 325,Operating Systems II,3,C,Yes,3,A,69.0,Hybrid
4316,CSC 325,Operating Systems II,3,C,Yes,3,C,67.6,Online
4317,CSC 325,Operating Systems II,3,C,No,3,A,87.8,Hybrid
4318,CSC 325,Operating Systems II,3,C,Yes,3,A,75.0,Hybrid
4319,CSC 325,Operating Systems II,3,C,Yes,3,A,62.9,Online
4320,CSC 325,Operating Systems II,3,C,Yes,3,F,67.7,Physical
4321,CSC 325,Operating Systems II,3,C,No,3,C,78.3,Physical
4322,CSC 325,Operating Systems II,3,C,Yes,3,A,77.5,Physical
4323,CSC 325,Operating Systems II,3,C,No,3,E,78.9,Hybrid
4324,CSC 325,Operating Systems II,3,C,No,3,F,69.7,Hybrid
4325,CSC 325,Operating Systems II,3,C,No,3,F,68.8,Physical
4326,CSC 325,Operating Systems II,3,C,Yes,3,F,73.2,Physical
4327,CSC 325,Operating Systems II,3,C,Yes,3,B,69.4,Physical
4328,CSC 325,Operating Systems II,3,C,Yes,3,F,65.8,Hybrid
4329,CSC 325,Operating Systems II,3,C,Yes,3,C,86.4,Physical
4330,CSC 325,Operating Systems II,3,C,Yes,3,F,63.9,Physical
4331,CSC 325,Operating Systems II,3,C,Yes,3,A,84.4,Physical
4332,CSC 325,Operating Systems II,3,C,Yes,3,B,66.8,Physical
4333,CSC 325,Operating Systems II,3,C,No,3,B,81.4,Hybrid
4334,CSC 325,Operating Systems II,3,C,No,3,B,82.6,Physical
4335,CSC 325,Operating Systems II,3,C,Yes,3,B,77.1,Physical
4336,CSC 325,Operating Systems II,3,C,Yes,3,A,84.1,Physical
4337,CSC 325,Operating Systems II,3,C,No,3,D,72.0,Physical
4338,CSC 325,Operating Systems II,3,C,Yes,3,B,74.9,Physical
4339,CSC 325,Operating Systems II,3,C,No,3,F,73.0,Hybrid
4340,CSC 325,Operating Systems II,3,C,Yes,3,D,71.8,Hybrid
4341,CSC 325,Operating Systems II,3,C,Yes,3,B,71.4,Hybrid
4342,CSC 325,Operating Systems II,3,C,Yes,3,D,71.6,Hybrid
4343,CSC 325,Operating Systems II,3,C,Yes,3,B,65.4,Online
4344,CSC 325,Operating Systems II,3,C,No,3,B,80.6,Physical
4345,CSC 325,Operating Systems II,3,C,No,3,C,74.0,Hybrid
4346,CSC 325,Operating Systems II,3,C,Yes,3,B,84.3,Physical
4347,CSC 325,Operating Systems II,3,C,No,3,F,68.6,Online
4348,CSC 325,Operating Systems II,3,C,No,3,B,73.0,Physical
4349,CSC 325,Operating Systems II,3,C,No,3,C,75.4,Online
4350,CSC 325,Operating Systems II,3,C,Yes,3,B,74.1,Hybrid
4351,CSC 325,Operating Systems II,3,C,Yes,3,E,76.7,Physical
4352,CSC 325,Operating Systems II,3,C,No,3,A,86.5,Physical
4353,CSC 325,Operating Systems II,3,C,Yes,3,B,69.9,Physical
4354,CSC 325,Operating Systems II,3,C,Yes,3,A,74.2,Online
4355,CSC 325,Operating Systems II,3,C,No,3,D,70.5,Physical
4356,CSC 325,Operating Systems II,3,C,Yes,3,F,68.9,Hybrid
4357,CSC 325,Operating Systems II,3,C,Yes,3,A,75.5,Online
4358,CSC 325,Operating Systems II,3,C,Yes,3,D,77.3,Hybrid
4359,CSC 325,Operating Systems II,3,C,No,3,A,89.8,Physical
4360,CSC 325,Operating Systems II,3,C,Yes,3,F,68.9,Physical
4361,CSC 325,Operating Systems II,3,C,Yes,3,C,64.2,Physical
4362,CSC 325,Operating Systems II,3,C,No,3,A,87.8,Physical
4363,CSC 325,Operating Systems II,3,C,No,3,B,79.2,Hybrid
4364,CSC 325,Operating Systems II,3,C,Yes,3,C,76.4,Physical
4365,CSC 325,Operating Systems II,3,C,No,3,D,80.0,Hybrid
4366,CSC 325,Operating Systems II,3,C,No,3,E,74.4,Physical
4367,CSC 325,Operating Systems II,3,C,Yes,3,F,64.0,Hybrid
4368,CSC 325,Operating Systems II,3,C,No,3,B,88.9,Physical
4369,CSC 325,Operating Systems II,3,C,No,3,D,69.7,Online
4370,CSC 325,Operating Systems II,3,C,Yes,3,B,67.7,Online
4371,CSC 325,Operating Systems II,3,C,Yes,3,A,66.8,Hybrid
4372,CSC 325,Operating Systems II,3,C,Yes,3,B,78.2,Physical
4373,CSC 325,Operating Systems II,3,C,No,3,D,79.5,Hybrid
4374,CSC 325,Operating Systems II,3,C,No,3,A,70.6,Online
4375,CSC 325,Operating Systems II,3,C,Yes,3,B,69.3,Online
4376,CSC 325,Operating Systems II,3,C,Yes,3,F,72.2,Physical
4377,CSC 325,Operating Systems II,3,C,Yes,3,A,59.4,Online
4378,CSC 325,Operating Systems II,3,C,No,3,D,71.5,Online
4379,CSC 325,Operating Systems II,3,C,No,3,C,82.3,Hybrid
4380,CSC 325,Operating Systems II,3,C,Yes,3,B,64.9,Online
4381,CSC 325,Operating Systems II,3,C,Yes,3,B,74.8,Physical
4382,CSC 325,Operating Systems II,3,C,No,3,E,75.7,Online
4383,CSC 325,Operating Systems II,3,C,Yes,3,B,71.6,Online
4384,CSC 325,Operating Systems II,3,C,Yes,3,C,74.1,Physical
4385,CSC 325,Operating Systems II,3,C,No,3,A,84.0,Physical
4386,CSC 325,Operating Systems II,3,C,Yes,3,C,77.1,Hybrid
4387,CSC 325,Operating Systems II,3,C,Yes,3,B,76.3,Hybrid
4388,CSC 325,Operating Systems II,3,C,Yes,3,A,70.7,Online
4389,CSC 325,Operating Systems II,3,C,Yes,3,C,65.3,Physical
4390,CSC 325,Operating Systems II,3,C,No,3,C,71.1,Hybrid
4391,CSC 325,Operating Systems II,3,C,Yes,3,B,73.8,Physical
4392,CSC 325,Operating Systems II,3,C,Yes,3,E,58.2,Online
4393,CSC 325,Operating Systems II,3,C,No,3,B,83.1,Physical
4394,CSC 325,Operating Systems II,3,C,Yes,3,E,63.5,Hybrid
4395,CSC 325,Operating Systems II,3,C,Yes,3,E,71.2,Physical
4396,CSC 325,Operating Systems II,3,C,Yes,3,B,75.2,Physical
4397,CSC 325,Operating Systems II,3,C,No,3,D,70.0,Online
4398,CSC 325,Operating Systems II,3,C,Yes,3,B,75.9,Physical
4399,CSC 325,Operating Systems II,3,C,Yes,3,A,83.5,Physical
4400,CSC 327,Database Management System II,3,C,Yes,3,C,78.8,Physical
4401,CSC 327,Database Management System II,3,C,Yes,3,B,84.7,Physical
4402,CSC 327,Database Management System II,3,C,No,3,D,85.4,Hybrid
4403,CSC 327,Database Management System II,3,C,No,3,F,69.8,Hybrid
4404,CSC 327,Database Management System II,3,C,Yes,3,F,80.4,Physical
4405,CSC 327,Database Management System II,3,C,Yes,3,A,82.1,Physical
4406,CSC 327,Database Management System II,3,C,Yes,3,A,78.1,Physical
4407,CSC 327,Database Management System II,3,C,No,3,F,73.4,Hybrid
4408,CSC 327,Database Management System II,3,C,Yes,3,F,72.2,Physical
4409,CSC 327,Database Management System II,3,C,Yes,3,A,78.6,Hybrid
4410,CSC 327,Database Management System II,3,C,No,3,A,77.2,Hybrid
4411,CSC 327,Database Management System II,3,C,Yes,3,B,78.4,Physical
4412,CSC 327,Database Management System II,3,C,No,3,C,79.0,Physical
4413,CSC 327,Database Management System II,3,C,No,3,B,87.6,Physical
4414,CSC 327,Database Management System II,3,C,No,3,B,84.4,Hybrid
4415,CSC 327,Database Management System II,3,C,Yes,3,F,75.3,Physical
4416,CSC 327,Database Management System II,3,C,Yes,3,A,67.1,Online
4417,CSC 327,Database Management System II,3,C,No,3,A,92.9,Physical
4418,CSC 327,Database Management System II,3,C,No,3,C,75.7,Hybrid
4419,CSC 327,Database Management System II,3,C,Yes,3,C,73.9,Physical
4420,CSC 327,Database Management System II,3,C,Yes,3,B,74.5,Physical
4421,CSC 327,Database Management System II,3,C,No,3,C,71.4,Hybrid
4422,CSC 327,Database Management System II,3,C,No,3,A,84.0,Physical
4423,CSC 327,Database Management System II,3,C,Yes,3,F,75.7,Physical
4424,CSC 327,Database Management System II,3,C,Yes,3,F,75.0,Physical
4425,CSC 327,Database Management System II,3,C,No,3,B,80.4,Hybrid
4426,CSC 327,Database Management System II,3,C,Yes,3,C,58.4,Online
4427,CSC 327,Database Management System II,3,C,Yes,3,C,69.7,Physical
4428,CSC 327,Database Management System II,3,C,No,3,B,76.2,Online
4429,CSC 327,Database Management System II,3,C,Yes,3,D,70.9,Physical
4430,CSC 327,Database Management System II,3,C,No,3,A,89.0,Hybrid
4431,CSC 327,Database Management System II,3,C,Yes,3,B,83.4,Physical
4432,CSC 327,Database Management System II,3,C,No,3,C,67.9,Physical
4433,CSC 327,Database Management System II,3,C,No,3,A,77.2,Hybrid
4434,CSC 327,Database Management System II,3,C,Yes,3,C,71.1,Physical
4435,CSC 327,Database Management System II,3,C,Yes,3,A,76.7,Physical
4436,CSC 327,Database Management System II,3,C,No,3,A,75.8,Online
4437,CSC 327,Database Management System II,3,C,Yes,3,B,73.9,Online
4438,CSC 327,Database Management System II,3,C,No,3,F,74.6,Physical
4439,CSC 327,Database Management System II,3,C,Yes,3,A,73.4,Hybrid
4440,CSC 327,Database Management System II,3,C,Yes,3,E,64.9,Hybrid
4441,CSC 327,Database Management System II,3,C,No,3,B,89.2,Physical
4442,CSC 327,Database Management System II,3,C,Yes,3,A,75.1,Physical
4443,CSC 327,Database Management System II,3,C,No,3,A,82.4,Physical
4444,CSC 327,Database Management System II,3,C,Yes,3,C,66.9,Online
4445,CSC 327,Database Management System II,3,C,Yes,3,A,71.9,Online
4446,CSC 327,Database Management System II,3,C,Yes,3,B,72.1,Physical
4447,CSC 327,Database Management System II,3,C,Yes,3,D,56.7,Online
4448,CSC 327,Database Management System II,3,C,Yes,3,D,68.7,Physical
4449,CSC 327,Database Management System II,3,C,No,3,B,85.5,Physical
4450,CSC 327,Database Management System II,3,C,Yes,3,C,58.7,Online
4451,CSC 327,Database Management System II,3,C,No,3,B,80.0,Online
4452,CSC 327,Database Management System II,3,C,Yes,3,B,70.5,Hybrid
4453,CSC 327,Database Management System II,3,C,No,3,A,77.4,Physical
4454,CSC 327,Database Management System II,3,C,No,3,D,85.5,Physical
4455,CSC 327,Database Management System II,3,C,Yes,3,C,79.2,Physical
4456,CSC 327,Database Management System II,3,C,Yes,3,C,77.9,Physical
4457,CSC 327,Database Management System II,3,C,No,3,D,72.8,Online
4458,CSC 327,Database Management System II,3,C,No,3,F,65.9,Online
4459,CSC 327,Database Management System II,3,C,Yes,3,C,69.2,Hybrid
4460,CSC 327,Database Management System II,3,C,Yes,3,E,71.6,Hybrid
4461,CSC 327,Database Management System II,3,C,No,3,A,81.7,Physical
4462,CSC 327,Database Management System II,3,C,No,3,B,70.6,Online
4463,CSC 327,Database Management System II,3,C,No,3,C,71.0,Physical
4464,CSC 327,Database Management System II,3,C,No,3,F,81.0,Physical
4465,CSC 327,Database Management System II,3,C,No,3,F,76.9,Physical
4466,CSC 327,Database Management System II,3,C,Yes,3,A,70.9,Online
4467,CSC 327,Database Management System II,3,C,Yes,3,C,81.3,Physical
4468,CSC 327,Database Management System II,3,C,No,3,E,63.9,Online
4469,CSC 327,Database Management System II,3,C,Yes,3,C,75.6,Physical
4470,CSC 327,Database Management System II,3,C,Yes,3,A,78.1,Physical
4471,CSC 327,Database Management System II,3,C,Yes,3,A,81.5,Online
4472,CSC 327,Database Management System II,3,C,Yes,3,B,83.1,Physical
4473,CSC 327,Database Management System II,3,C,Yes,3,A,72.5,Physical
4474,CSC 327,Database Management System II,3,C,No,3,A,84.1,Physical
4475,CSC 327,Database Management System II,3,C,Yes,3,D,72.2,Physical
4476,CSC 327,Database Management System II,3,C,No,3,A,88.9,Physical
4477,CSC 327,Database Management System II,3,C,No,3,C,87.5,Physical
4478,CSC 327,Database Management System II,3,C,No,3,A,89.2,Physical
4479,CSC 327,Database Management System II,3,C,Yes,3,A,82.7,Hybrid
4480,CSC 327,Database Management System II,3,C,No,3,B,71.8,Online
4481,CSC 327,Database Management System II,3,C,No,3,D,61.9,Online
4482,CSC 327,Database Management System II,3,C,Yes,3,A,75.8,Hybrid
4483,CSC 327,Database Management System II,3,C,Yes,3,D,53.4,Online
4484,CSC 327,Database Management System II,3,C,No,3,F,72.5,Online
4485,CSC 327,Database Management System II,3,C,Yes,3,D,65.3,Hybrid
4486,CSC 327,Database Management System II,3,C,Yes,3,C,75.5,Physical
4487,CSC 327,Database Management System II,3,C,Yes,3,B,74.4,Hybrid
4488,CSC 327,Database Management System II,3,C,No,3,E,76.7,Hybrid
4489,CSC 327,Database Management System II,3,C,Yes,3,A,65.9,Physical
4490,CSC 327,Database Management System II,3,C,Yes,3,C,64.3,Online
4491,CSC 327,Database Management System II,3,C,Yes,3,C,70.1,Physical
4492,CSC 327,Database Management System II,3,C,Yes,3,C,64.6,Online
4493,CSC 327,Database Management System II,3,C,Yes,3,E,74.5,Physical
4494,CSC 327,Database Management System II,3,C,No,3,A,84.5,Physical
4495,CSC 327,Database Management System II,3,C,Yes,3,A,81.8,Physical
4496,CSC 327,Database Management System II,3,C,No,3,A,81.1,Online
4497,CSC 327,Database Management System II,3,C,Yes,3,B,74.6,Physical
4498,CSC 327,Database Management System II,3,C,Yes,3,D,73.7,Physical
4499,CSC 327,Database Management System II,3,C,Yes,3,A,85.5,Physical
4500,CSC 333,Computer Research Methodology,1,R,Yes,3,D,62.0,Hybrid
4501,CSC 333,Computer Research Methodology,1,R,No,3,A,86.6,Physical
4502,CSC 333,Computer Research Methodology,1,R,Yes,3,F,61.3,Hybrid
4503,CSC 333,Computer Research Methodology,1,R,Yes,3,B,74.7,Physical
4504,CSC 333,Computer Research Methodology,1,R,No,3,F,66.9,Hybrid
4505,CSC 333,Computer Research Methodology,1,R,Yes,3,C,59.1,Hybrid
4506,CSC 333,Computer Research Methodology,1,R,Yes,3,A,78.7,Physical
4507,CSC 333,Computer Research Methodology,1,R,No,3,B,70.5,Hybrid
4508,CSC 333,Computer Research Methodology,1,R,No,3,B,79.4,Physical
4509,CSC 333,Computer Research Methodology,1,R,Yes,3,F,67.8,Hybrid
4510,CSC 333,Computer Research Methodology,1,R,Yes,3,C,69.6,Physical
4511,CSC 333,Computer Research Methodology,1,R,Yes,3,B,64.2,Hybrid
4512,CSC 333,Computer Research Methodology,1,R,No,3,A,84.1,Physical
4513,CSC 333,Computer Research Methodology,1,R,Yes,3,A,68.4,Physical
4514,CSC 333,Computer Research Methodology,1,R,Yes,3,B,69.5,Hybrid
4515,CSC 333,Computer Research Methodology,1,R,No,3,C,82.2,Hybrid
4516,CSC 333,Computer Research Methodology,1,R,No,3,D,67.2,Physical
4517,CSC 333,Computer Research Methodology,1,R,Yes,3,C,73.0,Physical
4518,CSC 333,Computer Research Methodology,1,R,No,3,A,81.4,Online
4519,CSC 333,Computer Research Methodology,1,R,Yes,3,C,69.5,Physical
4520,CSC 333,Computer Research Methodology,1,R,Yes,3,B,63.6,Online
4521,CSC 333,Computer Research Methodology,1,R,No,3,B,72.1,Hybrid
4522,CSC 333,Computer Research Methodology,1,R,Yes,3,B,66.4,Hybrid
4523,CSC 333,Computer Research Methodology,1,R,Yes,3,A,69.8,Hybrid
4524,CSC 333,Computer Research Methodology,1,R,Yes,3,C,57.5,Online
